# x,y,label
-300,273,0
-274,274,0
-241,272,0
-201,272,0
-153,274,0
-90,274,0
-119,275,0
-77,268,0
-57,272,0
-25,272,0
12,272,0
31,274,0
57,276,0
84,280,0
105,280,0
116,280,0
168,276,0
186,275,0
203,274,0
229,273,0
247,273,0
293,238,0
293,222,0
294,205,0
290,182,0
285,159,0
284,131,0
285,116,0
286,102,0
287,81,0
287,70,0
287,49,0
288,34,0
288,18,0
289,-1,0
291,-22,0
293,-41,0
293,-62,0
293,-80,0
292,-103,0
292,-148,0
292,-172,0
290,-197,0
288,-213,0
288,-226,0
290,-247,0
286,-264,0
272,-267,0
254,-272,0
220,-275,0
180,-281,0
112,-282,0
70,-281,0
21,-282,0
-43,-279,0
-89,-277,0
-130,-275,0
-175,-277,0
-290,-275,0
-295,-262,0
-298,-247,0
-298,-225,0
-300,-196,0
-301,-174,0
-300,-159,0
-298,-143,0
-294,-113,0
-293,-95,0
-293,-58,0
-293,-34,0
-293,-4,0
-293,19,0
-292,44,0
-293,61,0
-292,96,0
-291,121,0
-290,150,0
-290,184,0
-292,214,0
-294,238,0
-295,260,0
-251,254,0
-237,255,0
-220,257,0
-186,261,0
-164,258,0
-136,258,0
-122,257,0
-103,257,0
-83,257,0
-46,252,0
-20,251,0
-6,252,0
14,254,0
46,254,0
71,254,0
91,254,0
121,257,0
142,258,0
157,256,0
168,255,0
194,255,0
212,254,0
228,251,0
245,250,0
263,206,0
262,193,0
264,177,0
268,156,0
268,133,0
270,49,0
273,31,0
274,5,0
276,-11,0
275,-22,0
275,-41,0
275,-91,0
275,-106,0
272,-131,0
270,-144,0
261,-189,0
261,-204,0
261,-220,0
227,-258,0
211,-255,0
77,-258,0
59,-259,0
46,-257,0
32,-259,0
19,-259,0
-6,-260,0
-25,-260,0
-43,-260,0
-139,-249,0
-154,-249,0
-269,-255,0
-281,-254,0
-253,-250,0
-216,-252,0
-238,-250,0
-226,-243,0
-201,-252,0
-173,-252,0
-186,-250,0
-78,-253,0
-60,-255,0
-96,-254,0
-109,-253,0
-122,-251,0
94,-258,0
107,-259,0
134,-259,0
145,-259,0
158,-257,0
168,-253,0
184,-253,0
198,-254,0
241,-251,0
255,-250,0
260,-233,0
277,-66,0
277,-52,0
264,74,0
266,109,0
294,259,0
282,272,0
270,269,0
147,282,0
129,284,0
-5,277,0
-214,281,0
-229,278,0
-263,275,0
-176,279,0
-143,278,0
-44,274,0
-66,254,0
28,257,0
263,251,0
265,239,0
264,226,0
-270,245,0
-271,259,0
-270,229,0
-267,207,0
-268,187,0
-266,167,0
-265,147,0
-264,127,0
-263,110,0
-265,96,0
-269,67,0
-271,53,0
-274,30,0
-272,16,0
-272,3,0
-272,-15,0
-272,-28,0
-266,-45,0
-267,-68,0
-271,-86,0
-265,-106,0
-271,-135,0
-273,-152,0
-277,-173,0
-274,-190,0
-273,-208,0
-274,-227,0
-265,-120,0
-270,83,0
287,-119,0
50,-280,0
81,-279,0
132,-280,0
162,-281,0
147,-283,0
200,-279,0
238,-273,0
-31,-284,0
-16,-278,0
0,-281,0
33,-277,0
-58,-275,0
-72,-275,0
-101,-277,0
-119,-273,0
-143,-272,0
-155,-268,0
-186,-275,0
-198,-276,0
-222,-274,0
-210,-270,0
-237,-270,0
-249,-270,0
-270,-274,0
-298,-129,0
-295,-73,0
-296,-46,0
-292,-22,0
-292,30,0
-298,8,0
-288,80,0
-292,107,0
-293,132,0
-290,167,0
-292,198,0
265,-157,0
260,-174,0
-132,109,1
-90,106,1
-54,106,1
-20,107,1
16,108,1
44,106,1
76,106,1
115,108,1
111,86,1
108,59,1
111,34,1
105,12,1
102,-13,1
101,-37,1
76,-39,1
46,-41,1
-11,-41,1
-45,-43,1
-64,-46,1
-96,-46,1
-126,-39,1
-149,-42,1
-148,-19,1
-146,1,1
-146,14,1
-149,35,1
-150,57,1
-147,76,1
-156,107,1
-119,77,1
-93,72,1
-70,79,1
-48,78,1
-29,78,1
-10,78,1
15,77,1
41,78,1
67,79,1
85,82,1
81,60,1
78,43,1
76,17,1
76,-5,1
57,-15,1
23,-16,1
4,-17,1
-15,-23,1
-34,-27,1
-53,-20,1
-85,-20,1
-107,-20,1
-123,-18,1
-123,-5,1
-118,11,1
-120,31,1
-123,47,1
-103,52,1
-83,48,1
-57,45,1
-39,53,1
-23,54,1
-8,53,1
8,54,1
30,53,1
50,52,1
50,34,1
47,13,1
43,-4,1
33,27,1
12,27,1
-1,29,1
-28,26,1
-47,29,1
-61,27,1
-80,26,1
-97,6,1
-77,7,1
-58,6,1
-35,3,1
-14,2,1
2,1,1
23,1,1
-109,107,1
-72,100,1
-35,103,1
-6,101,1
28,103,1
59,103,1
91,103,1
95,42,1
88,26,1
89,2,1
78,-23,1
40,-24,1
-67,-23,1
-91,89,1
-106,89,1
-124,91,1
-142,91,1
-129,63,1
-59,61,1
-35,-13,1
-78,-8,1
28,86,1
63,60,1
63,34,1
62,7,1
-156,-60,1
-141,-60,1
-125,-61,1
-112,-61,1
-99,-61,1
-86,-62,1
-70,-63,1
-53,-66,1
-38,-63,1
-24,-63,1
-11,-66,1
0,-61,1
13,-63,1
25,-62,1
39,-62,1
52,-62,1
65,-62,1
81,-62,1
93,-65,1
109,-60,1
61,-41,1
-30,-45,1
-79,-43,1
-111,-40,1
10,91,1
2,12,1
-15,13,1
-97,-7,1
-56,-8,1
-17,-8,1
26,40,1
12,40,1
-34,37,1
-19,92,1
-58,90,1
-108,36,1
-112,-6,1
40,89,1
52,73,1
-137,45,1
-135,26,1
-129,7,1
-135,-21,1
91,-25,1
167,111,1
167,97,1
167,82,1
166,64,1
165,45,1
165,32,1
164,15,1
166,1,1
165,-11,1
162,-26,1
163,-40,1
158,-54,1
143,-57,1
122,-53,1
144,-37,1
144,-22,1
146,-6,1
149,10,1
147,27,1
150,43,1
153,55,1
148,70,1
149,88,1
149,102,1
146,115,1
131,108,1
126,71,1
128,58,1
126,43,1
126,28,1
128,14,1
128,2,1
125,-17,1
128,-34,1
114,-37,1
114,-20,1
112,1,1
112,47,1
111,70,1
98,72,1
99,88,1
54,86,1
-77,64,1
1,65,1
30,-44,1
21,-29,1
6,-32,1
16,-47,1
1,-49,1
28,66,1
-107,66,1
-70,45,1
-39,67,1
34,12,1
14,15,1
57,-29,1
54,-4,1
60,21,1
96,57,1
133,85,1
125,97,1
-45,17,1
-16,31,1
-3,41,1
-17,65,1
-32,89,1
-45,91,1
-95,-32,1
-138,-39,1
88,-49,1
139,49,1
-132,77,1
-107,21,1
-97,36,1
-93,18,1
61,48,1
