# x,y,label
-278,146,-1
-219,207,-1
-135,243,-1
-52,250,-1
33,241,-1
121,219,-1
196,161,-1
216,90,-1
222,4,-1
217,-59,-1
192,-123,-1
162,-156,-1
89,-189,-1
-42,-198,-1
-141,-178,-1
-222,-123,-1
-216,33,-1
-182,87,-1
-110,131,-1
-50,142,-1
6,131,-1
50,107,-1
85,66,-1
96,28,-1
94,-19,-1
60,-70,-1
15,-100,-1
-51,-106,-1
-99,-82,-1
-125,-36,-1
-106,25,-1
-67,45,-1
-28,46,-1
0,27,-1
7,-8,-1
-46,-1,1
-57,-32,1
-15,-61,1
46,-38,1
57,14,1
31,57,1
-18,82,1
-142,45,1
-178,2,1
-175,-72,1
-139,-105,1
69,-137,1
117,-112,1
157,-33,1
157,23,1
143,80,1
128,130,1
8,187,1
-48,192,1
-205,147,1
-306,1,1
-312,-64,1
-314,-125,1
-294,-170,1
-271,-209,1
-194,-241,1
-110,-261,1
110,-265,1
193,-254,1
238,-221,1
289,-163,1
305,-72,1
306,6,1
303,88,1
286,158,1
249,238,1
211,264,1
127,289,1
42,291,1
-66,295,1
-135,288,1
-216,271,1
-291,228,1
4,6,-1
-12,42,-1
-43,41,-1
-87,35,-1
-107,2,-1
-121,-18,-1
-118,-49,-1
-111,-72,-1
-62,-97,-1
-24,-97,-1
4,-98,-1
42,-81,-1
82,-59,-1
93,-42,-1
107,-6,-1
109,23,-1
96,55,-1
84,86,-1
75,105,-1
55,124,-1
37,135,-1
11,142,-1
-25,150,-1
-59,154,-1
-85,154,-1
-121,135,-1
-147,125,-1
-178,105,-1
-204,89,-1
-218,68,-1
-230,44,-1
-233,32,-1
-238,10,-1
-239,-7,-1
-246,-28,-1
-239,-38,-1
-241,-61,-1
-237,-72,-1
-231,-92,-1
-225,-105,-1
-207,-130,-1
-189,-153,-1
-177,-160,-1
-164,-166,-1
-120,-181,-1
-98,-186,-1
-84,-189,-1
-68,-192,-1
-22,-199,-1
0,-199,-1
25,-199,-1
46,-198,-1
62,-198,-1
104,-180,-1
146,-168,-1
131,-176,-1
178,-140,-1
198,-97,-1
207,-78,-1
220,-20,-1
221,-33,-1
221,30,-1
223,43,-1
222,67,-1
210,108,-1
209,119,-1
203,140,-1
178,171,-1
173,182,-1
161,191,-1
148,201,-1
110,223,-1
93,230,-1
82,233,-1
61,237,-1
50,240,-1
-27,246,-1
-9,249,-1
6,247,-1
-79,250,-1
-98,247,-1
-118,246,-1
-154,235,-1
-177,234,-1
-194,221,-1
-231,198,-1
-246,188,-1
-256,179,-1
-263,168,-1
-50,-16,1
-37,-49,1
-36,-36,1
-1,-56,1
31,-54,1
58,-20,1
61,-9,1
49,35,1
13,65,1
-7,80,1
-35,94,1
-55,94,1
-78,95,1
-101,76,1
-265,94,1
-282,63,1
-290,39,1
-295,22,1
-313,-30,1
-314,-94,1
-298,-140,1
-275,-162,1
-263,-183,1
-251,-192,1
-230,-210,1
-197,-218,1
-170,-226,1
-142,-236,1
-112,-243,1
-83,-251,1
-63,-253,1
-41,-253,1
22,-259,1
51,-261,1
-25,-255,1
2,-254,1
-10,-254,1
82,-260,1
62,-259,1
126,-254,1
153,-260,1
166,-251,1
207,-240,1
215,-228,1
235,-196,1
252,-183,1
263,-171,1
273,-154,1
282,-128,1
298,-48,1
287,-87,1
283,-105,1
280,-58,1
290,-30,1
290,-13,1
287,11,1
286,25,1
286,39,1
286,52,1
286,81,1
283,98,1
280,120,1
270,144,1
264,157,1
257,177,1
250,192,1
238,213,1
231,225,1
215,236,1
201,250,1
179,265,1
156,274,1
140,281,1
53,291,1
76,290,1
94,290,1
108,287,1
-18,292,1
-55,289,1
-34,285,1
9,286,1
26,286,1
-1,289,1
-78,287,1
-119,284,1
-94,289,1
-175,278,1
-195,272,1
-151,281,1
-163,279,1
-235,257,1
-246,254,1
-277,239,1
-260,248,1
-291,217,1
-225,132,1
-253,120,1
-245,138,1
-199,168,1
-183,181,1
-168,189,1
-80,201,1
-64,201,1
-102,204,1
-122,201,1
-133,197,1
-149,195,1
-43,204,1
1,203,1
-12,194,1
-27,195,1
26,192,1
41,192,1
68,186,1
57,190,1
100,170,1
121,147,1
120,164,1
86,177,1
143,127,1
155,96,1
159,114,1
163,82,1
165,56,1
166,45,1
171,25,1
170,1,1
168,-12,1
138,-50,1
160,-55,1
137,-88,1
143,-72,1
121,-77,1
112,-88,1
95,-102,1
87,-120,1
66,-116,1
50,-130,1
19,-145,1
30,-126,1
47,-149,1
3,-123,1
-4,-140,1
-35,-138,1
-54,-125,1
-61,-141,1
-89,-131,1
-98,-117,1
-117,-128,1
-126,-102,1
-163,-101,1
-154,-82,1
-171,-59,1
-157,-47,1
-177,-34,1
-174,-14,1
-154,6,1
-174,32,1
-155,46,1
-141,69,1
-64,76,1
-40,76,1
-85,79,1
-104,91,1
-121,81,1
-124,55,1
-11,-36,1
10,-37,1
31,-22,1
44,-9,1
